id|sentimen|clean_tweet
1674|positif| berjuang menstabilkan ekonomi indonesia ditengah gempuran krisis global mjd pondasi ekonomi kuat membangun infrastruktur pelosok indonesia terimakasih
1675|positif| komunitas olahraga deklarasi dukung jokowima ruf dihadiri puluhan atlet cabang olahraga ratusan simpatisan penghargaan kerja hebat jokowi olahraga indonesia
1676|negatif| ambil gaji layak presiden layak pemimpin indonesia indikatornya pemimpin
1678|negatif| mempermasalahkan terkait permasalahan ekonomi dihadapi indonesia wowo berdebat capres jokow widodo
1679|positif| adil makmur korupsi ambil gaji
1681|positif| wowo kesalahan arah ekonomi mengakibatkan deindustrialisasi salah presiden jokowi ekonomi indonesia jokowi baikbaik ngehoaks menyalahkan presiden
1682|positif| menggambil gaji upah bentuk keikhlasan membawa indonesia arah saudarasaudari percaya allah terbaik indonesia salam tenang
1683|negatif| debat esport harga sembako wowo
1684|positif| masyaallah niat tulus eksekusi insyaallah berbalas pahala berlimpah allah kali pimpin digaji salute mister and its
1685|negatif| sandi bulak megkeritik harga harga mahal penjelasan jokowi
1689|positif| pilpres pilih prabowo alasannya prabowo piara kucing peduli pernyataan ekonomi kesejahreraan unicorn isu isu agama jokowi piara kucing iya nyoblos
1690|positif| jokowi habis dikuliahi ekonomi makro yakk ekonomi sektor perusahaan pemerintah
1691|positif| hmmm prabowosalahkansby ps bilang didebat ekonomi indonesia salah salah pemimpin penggemar salahkan jokowi bosmu bilang salah jokowi mantap pilih
1692|negatif| heuu pdhl bahasan sblmnya jokowi kebijakannya infrastuktur desa ngangkat sektor pertanian dana desa etc giliran bahas ekonomi kreatif knapa larinya pwrtanian majunyaa bambaang
1694|positif| tolong prabowo teilih presiden bangun infrastruktur jaringan rakyat butuh harga murah mengikuti gerakan dunia jujur takut kaya korut
1695|negatif| komentar hubungan ml ekonomi daya beli silahkan bantah sependapat bantahlah argumen selayaknya orang berilmu pengetahuan sekedar koarkoar
1696|positif| coba gini pemain ml indo download ml playstore bandingkan orang berhasil ngasilin duit ml pro player youtuber jess limit michael souw milih prabowo benerin ekonomi n daya beli kerasa
1697|positif| sbg bangsa memiliki kelebihan perikanan kelautan teknologi ekonomi mengalami sulitnya masukan ide terbaik menjadikan jalan tercepat mewujudkan masyarakat adil makmur
1698|positif| keraguan prabowo sandi solusi kesemrawutan ekonomi youturnbro
1699|negatif| hack profesor saididu dibayar jokowi tujuannya ilmu positif berharga akun orang kau handle amin pekerjaan namanya fitnah hoax
1700|positif| belom move acara kemaren gbk berharga ramai pendukung jokowi berkumpul gbk acaranya keren susah lupakan
1701|positif| hmmm mantap pilih paslon bahas ekonomi makro global paslon anak bayi ngerti lihat belajar memahami pernyataan
1702|positif| hidup disetarakan profesi aman driver susah harga mahal wajar wajar profesi wajar konsumsi maju jokowi
1703|negatif| jokowi main pawang hujan periode ekonomi tandanya gagal jok
1704|positif| jokowi mengajarkan ekonomi makro prabowo sandiaga pebisnis kelas nasional
1707|positif| takdir dpt presiden males baca ekonomi ahli ekonomi sekelilingnya semoga prabowo sandiaga uno mewujudkan ekonomi adil makmur allahu akbar
1708|negatif| prabowo paham perhitungan pajak ngomong naikan naikan naikan pajak dah ngitung dampak masyarakat pikirkan ngomong mikir
1709|positif| diladenin dipersiapkan militan berharga bicarakan blok silent senang peecahan beda pilihan penjaga pancasila tau
1710|netral| ps bolakbalik menyinggung deindustrialisasi menyalahkan salah arahnya pembangunan ekonomi indonesia terlepas andil presiden
1712|positif| pimp era soeharto memainkan bahan pokok murah bbm listrik murah duitnya hutang skrg era mengurangi subsidi membangun infrastruktur pemb dampak ekonominya
1716|negatif| dikeluarkan kartu sembako murah pemerintah memperbaiki ekonomi indonesia
1717|positif| bukti tulus negara menerima gaji hak hasil kerja hrus diterima tulus indonesia serahkan pemerintahan jokowi biar indonesia lbh maju go international
1718|positif| janji presiden mengambil gaji mencontoh akhlak karyawannya pt kiani bertahuntahun ambil gaji hikmahnya belajar karyawannya
1719|netral| jikateilih prabowo sandi ambil gaji
1720|negatif| sidimpuan male hami lapar beras mahal harga karet kampung rb teaksa makan gadung alias ubi
1721|positif| coba putar ulang debatnya jokowi spesifik esport mobile legend bilang industri developer tanggapan barulah singgung sandi dukung ekonomi digital ributin mobile legend
1722|positif| rangkuman semalam seru jokowi lelah orasi sore afk prabowo perubahan sandi gile menggebugebu ilmu ekonomi nice fight from both sides
1723|negatif| rezim mandataris world bank menghapus subsidi listrik mewajibkan pln membeli listrik swasta harga menghapus subsidi bbm industri hilir migas asing masuk sistem distribusi bahan bakar rezim peduli pertamina
1724|positif| prabowo janji ambil gaji mencontoh karyawan kiani bertahun ambil gaji keren
1725|positif| prabowo sandi kepiawian segai presiden negri beliau memperhatikan pangan perekonomian rakyat membawa indonesia berdaulat kancah international menggiring indonesia adil makmur
1726|negatif| salah bowo pembangunan ekonomi indonesia salah arah terlepas andil presidenpresiden jokowi seenak jidat
1729|negatif| judul fitnah kaset pilpres prabowo utang prabowo penculik prabowo pelanggar ham prabowo kasih gajih basi cong basi percaya berita inikan segelintir pendkung
1730|negatif| gaji dibayar kiani kertas pilih prabowo sandi
1731|positif| wowo kesalahan arah ekonomi mengakibatkan deindustrialisasi salah presidenpresiden ekonomi indonesia jokowi baikbaik ngehoaks menyalahkan presiden
1732|negatif| prabowo sandi presiden janji make gajinya jokowaw kampanye pake fasilitas negara wkakwka
1733|negatif| prabowo pernak ketum hkti hasilnya pandai ngomong bilang ngaku terbaik nyalahkan mantan pemimpin rekam jejaknya mimpin perusahan hancur gaji thr karyawan beres
1736|positif| dukung prabowo biar negara pengeluarannya prabowo menang gaji tunggu janjimu pilih janjimu kau realisasikan
1737|netral| ekonomi deindustrialisasi prabowo kesalahan khusus prabowo menyebut kesalahan presidenpresiden jokowi
1738|positif| sederhana sp tau diceritakan full story bayar listrik sejuta pasang ac mesin produksi rumahan tagihan salah perekonomian peningkatan tau
1739|positif| disayangkan ma ruf berdebat dirut komisaris mempertahankan posisinya debat imbang dirut komisaris berorientasi pengelolaan persh ekonomi sbh negara
1740|negatif| salahkan langsung bowo menuding pemerintahan era sby berdosa kondisi perekonomian seenak jidat
1741|negatif| simple harga tiket pesawat indonesia timur turun anak buah jokowi ngomong turun harga tiket pesawat kali lipat korban memilih pembohong
1742|negatif| rabu april prediksi jokowi kalah syaa allah penyebab utama kekalahan pertumbuhan ekonomi hutang banget trilyun berjanji
1743|negatif| kasih mudah naikin level ekonomi perbanyak ekspor barang lokal bpjs defisit harga bahan pokok murah pupuk murah
1744|positif| salahkan adi prayitno menilai calon presiden nomor urut blunder mengkritik buruknya performa ekonomi indonesia seenak jidat
1745|negatif| liat jokowi malu gayanya seneng blusukan mendengar keluh kesah rakyat kebijakan ekonominya mendengarkan via data bisikan orang
1746|negatif| kocak dah ekonomi deindustrialisasi prabowo mngtkn mkn kesalahan khusus prabowo menyebut sbg kesalahan presiden sblm jokowi
1747|netral| fadli zon bantah pernyataan prabowo subianto menyerang sby ekonomi negara via
1748|positif| disayang malamnya ma ruf berdebat dirut komisaris mempertahankan posisinya debat imbang lawan debat petahana berorientasi pengelolaan persh ekonomi sbh negara
1749|negatif| subsidi listrik dicabut asing masuk industri pembangkit listrik pln diwajibkan membeli listrik harga ekonomis beban pln rezim mandataris world bank anti ekonomi kerakyatan rakyat tanggung kenaikan listrik era presiden boneka
1750|negatif| jdi ragu joko tntang pemahaman ekonomi mikro makro
1751|positif| asiknya jokowi kerjanya nilai penilaian sudut pandang terserah menilai sudut pandang hargailah pilihan orang mendiskriminasi pilihan
1752|netral| prabowo jokowi program ekonomi salah arah
1753|netral| presiden bilah dikasih amanat kali tingkatkan kesejahteraan pelaut tampa pelaut pertumbuhan ekonomi maju
1754|netral| ardy merespon capres nomor urut berdebat kondisi ekonomi indonesia dinilainya salah jalan bowo mengaku menyalahkan jokowi salah kesalahan presiden jokowi
1755|negatif| masuk logika cebong prabowo sandi berbicara lap kerja harga mrka miskin mrka kaya mrka peduli nasib rakyat krja bertahan seadanya bgtu jgalah peduli nasibmu biar hidup skedar ngejar nasi bngkus
1756|netral| gajinya kirim
1757|netral| watch pernyataan penutup prabowosandi berkomitmen mengambil gaji amanah youtube
1758|positif| hmmm ps bilang didebat ekonomi indonesia salah salah pemimpin penggemar salahkan jokowi bosmu bilang salah jokowi mantap pilih
1759|netral| mengelirukan ekonomi deindustrialisasi wowo kesalahan
1760|positif| pemimpin selesai kaya materi gaji diambil
1761|netral| presiden jokowi membangun indonesia lini terkecil mari hargai prestasi pemimpin membawa nama indonesia kancah internasional
1762|positif| ambil gajinya pribadi tega prabowo sandi ambil gaji ikhlas rakyat abang ambil hak bismilah
1763|positif| ekonomi makro versi jokowi ketemu mobil legend stand comedy
1764|positif| hmmm paslon bahas ekonomi makro global paslon anak bayi ngerti lihat belajar memahami pernyataan mantap pilih
1765|positif| gaji pokok diambil fasilitas negara diambil gaji pokok sebulannya ambil akui hebat
1766|negatif| namanya ekonomi digital game disesuaikan
1767|negatif| janganjangan tim penasehat ekonomi ngefans jokowi prabowo salahkan presiden jokowi perekonomian negara
1768|negatif| prabowo penyebab mahalnya hargaharga bahan pokok kebijakan ekonomi indonesia salah arah ujungnya nyalahin sby
1769|negatif| heran cnn massive menyerang parbowo sandi mencari kesalahan prabowo debat semalam membela komentar junjungan bahas memajukan game online dikala sistem ekonomi indonesia urgent
1770|positif| pantesan ekonomi nyungsep ngurusi mobile legend pnting bnget
1771|positif| disesalkan ma ruf berdebat dirut komisaris mempertahankan posisinya debat imbang dirut komisaris berorientasi pengelolaan persh ekonomi sbh negara
1772|netral| prabowo sandi menguasai solusi nkri harga mati anak cucu
1773|netral| teilih prabowosandi nyatakan ambil gaji
1774|netral| ps bolakbalik menyinggung deindustrialisasi menyalahkan kondisi salah arahnya pembangunan ekonomi terlepas andil presiden
1776|negatif| program menurunkan harga sembako petani makan sandy
1777|negatif| wowo berkilah maksud jokowi perekonomian indonesia salah arah pemimpin sby
1778|negatif| ardy merespon prnyataan dilontarkn capres urut berdebat kondisi ekonomi indonesia dinilainya salah jalan bowo mengaku menyalahkan jokowi salah trmsuk kesalahan presiden jokowi
1779|positif| iya lupa gaissss prabowo janji nerima gaji tunggu janjinyaaaaa happy weekend payung teduhhhh
1780|negatif| menghargai mengagumi beliau kharismatik kinerja bangsa indonesia dibanding prabowo megang pemerintahan berani menyalah pemerintah
1781|positif| terbukti impor jagung turun impor beras turun impor garam dikhususkan garam industri pengetatan impor rupiah stabil ekspor bayar l ikuti perkembangan ekonomi hujat hargai presiden meletakkan pondasi
1784|negatif| pernyataan debat semalam prabowo menimbulkan kontroversi meneri gaji jabatan presiden teilih gaji rakyat takuti uang rakyat penggantinya milyaran ambil
1785|negatif| disesalkan ma ruf berdebat dirut komisaris mempertahankan posisinya debat imbang penantang berorientasi pengelolaan persh ekonomi sbh negara
1786|negatif| trik menurunkan harga pangan mengambil hati rakyat pakai model subsidi era presiden anggaran subsidi hutang era mengurangi subsidi membagun infrastruktur pemb menggerakkan ekonomi
1787|netral| prabowo berkilah maksud jokowi perekonomian indonesia salah arah pemimpin sby
1788|positif| uang gaji ambil sumbangkan anak yatim kaum dhuafa meleleh air mata mendengarnya
1789|negatif| ucapan pernyataan bowo kesalahan orientasi ekonomi negeri presiden jokowi sungguh luka tersendiri demokrat
1790|positif| great closing statement from next indonesian leaders prabowo sandiuno berkomitmen berdua mengambil gaji serupiah
1791|netral| orang nganggur khan gaji jokowi melamar gamer
1792|negatif| pengguna listrik va orang kaya harganya kali lipat jokowi ingkari kenyataan listrik mahal pasang tersedia va
1793|netral| pikir indonesia perkara kesenjangan ekonomi infrastruktur lbh sederhana mengumpulkan semangat magnet alami kasur minggu mandi kemageran problem bangsa
1795|positif| debat capres rakyat insyaallah pilih prabowo ekonomi indonesia salah arah rakyat mengiyakan hati sejahtera buktinya rakyat
1796|netral| prabowo subianto sandiaga uno digaji gaji presiden
1798|netral| harta nasib karyawan digaji
1799|negatif| beda jokowi menghargai sby sby dukung prabowo menghargai pencapaian presiden mengklaim menyembunyikan fakta ketamakan keserakahan rezim jokowi
1800|netral| prabowosandi kegiatan ekonomi keluarga ditopang perempuan
1801|positif| bertanggung berulang prabowo menyalahkan prabowo berani stategi ekonomi arah beuluh
1802|positif| mari putihkan gbk bentuk kesetiaan jokowi amin nkri harga mati
1803|netral| kepala negara gaji prabowosandi satunya asia tenggara
1804|positif| menunggu teriakan suara hati salam ana pedagang daging ayam keliling maret dikenakan wajib pajak
1805|positif| turun harga fasilitas peluang disediakan skrg menutupi kenaikan tk bhkan alhamdulillah tabungan lumayan terima kasih pk tim
1807|positif| mantap pilih ps bilang didebat ekonomi indonesia salah salah pemimpin penggemar salahkan jokowi bosmu bilang salah jokowi
1808|netral| permasalahan pure kesalahan pusat pemerintah jaminan sosial msy sosiolog bisajadi jawabannya faktor individu penyebab kemiskinan faktor ekonomi
1809|netral| fadli zon bantah pernyataan prabowo subianto menyerang sby ekonomi negara
1810|netral| ekonomi digital infrastruktur digital kejar belasan triliun investasi penegakkan kedaulatan data datangkan ratusan triliun investasi infrastruktur digital tahunnya dbs sg researched
1811|negatif| sby koalisi prabowo ngapain koalisi anggap harga prabowosalahkansby
1813|negatif| optimis ganti presiden optimis gimane ngomongin ekonomi ngomongin mobile legend tolol
1814|negatif| jiahhhh udeh dikerjain jokowi kaliiii kayanya pinter jokowi ekonomi digital boss maunya jadul
1815|negatif| ngomongin ekonomi digital bersamaan promosi kartu hil mustahal bola salju api
1816|positif| tercapai kemampuan dibutuhkan ekonomi indonesia prabowosandi lihat latar pendidikan pengalamannya bidang ekonomi data engkau dustakan
1817|negatif| tol sepi boss tol bos memiliki mobil pribadi mobil pribadi tol pakai bos ekonomi masyarakat perbaiki bos infrastruktur
1818|negatif| prabowo sandi paham ekonomi ratio dibarengi pertumbuhan ekonomi pdb dibandingkan pdb era orba berkuasa slm kalah pdb
1819|negatif| dosa jokowi urusan persoalannya menipu rakyat menerima gaji penghargaan rakyat mrk anggap bodoh
