id|class|attribute|sentimen|tweet_asli|tweet
1225|ekonomi|gaji|positif|Komitmen inilah yg ditakuti si Jae.   #17AprilPilihPrabowoSandi Prabowo-Sandi Komitmen Jika Terpilih Sebagai Kepala Negara Tidak Akan Ambil Gaji    https://www.gardaindonews.com/prabowo-sandi-komitmen-jika-terpilih-sebagai-kepala-negara-tidak-akan-ambil-gaji/Â â€¦|komitmen takut jae prabowo sandi komitmen pilih kepala negara ambil gaji
1227|ekonomi|ekonomi|netral|#JokowiMenangTotalDebat. Jokowi fokuskan APBN & APBD difokuskan pada belanja2 produktif untuk dorong ekonomi rakyat. #01ndonesiaMaju|jokowi fokus apbn apbd fokus belanja produktif dorong ekonomi rakyat
1228|ekonomi|ekonomi|positif|Lebih Baik Tidak Mengambil Gaji Dari Pada Memakan Uang Rakyat Yah Bong Apalagi Jual Beli Jabatan ðŸ˜‚|ambil gaji makan uang rakyat bong jual beli jabat
1232|ekonomi|ekonomi|netral|Tidak Cuma Cek Harga, Jokowi Juga Akan Perbaiki Pasar #2019JokowiKyaiMaruf #JokowiKHMarufUnggulanKita #DerinDiPRO2FM #InterBarÃ§a  https://twitter.com/tag_nusantara/status/1059979831734022144/video/1Â â€¦|cek harga jokowi baik pasar
1235|ekonomi|ekonomi|positif|#JokowiMenangTotalDebat Dengan pemerataan pembangunan yang dilakukan Jokowi menjadi bukti Jokowi melakukan kemajuan untuk kawasan ekonomu kusus industri, pariwisata dan barangâ€ kerajinan. Untuk memperjuangkan ekonomi Indonesia.|merat bangun jokowi bukti jokowi maju kawasan ekonomu sus industri pariwisata barang rajin juang ekonomi indonesia
1236|ekonomi|ekonomi|negatif|Segmen debat tentang ekonomi syariah kemarin sangat tidak berbobot. Jokowi mau bikin Halal Park dekat GBK, Uno menyinggung Indonesia sebagai salah satu pengimpor produk halal terbesar.  HELLO??? Produk halal itu pada dasarnya ya semua produk yang tidak diharamkan.|segmen debat ekonomi syariah kemarin bobot jokowi bikin halal park gbk uno menyingung indonesia salah impor produk halal besar helo produk halal dasar produk haram
1239|ekonomi|lapangan kerja|netral|@SandiUno @Prabowo @MardaniAliSera @FadliZon Pak prabowo membalikkan pertanyaan pak jokowi tadi, dengan menyinggung bahwa sektor ekonomi dan lapangan kerja harus di fokus kan. Memang dunia digital sedang hype jaman ini, namun persoalan mendasar negeri har|prabowo balik pertanyan jokowi menyingung sektor ekonomi lapang kerja fokus dunia digital hype jaman dasar negeri utama
1240|ekonomi|harga|netral|Prabowo Sebut Garuda Sulit Untung, TKN: Pengaruh Harga Avtur  https://bisnis.tempo.co/read/1195592/prabowo-sebut-garuda-sulit-untung-tkn-pengaruh-harga-avtur?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvritÂ â€¦|prabowo garuda sulit untung tkn pengaruh harga avtur
1241|ekonomi|ekonomi|netral|#JokowiMenangTotalDebat Dengan lugas Jokowi sampaikan visi misinya dalam debat terakhir. Jokowi tegaskan akan Mengembalikan watak asli kami di indonesia tidak bertumpu pada ekonomi saja namun juga pada pemerataan pembangunan.|lugas jokowi visi misi debat jokowi tegas kembali watak asli indonesia tumpu ekonomi merat bangun
1243|ekonomi|gaji|netral|Prabowo-Sandi Janji tak Ambil Gaji Jika Terpilih | Republika Online  https://nasional.republika.co.id/berita/nasional/politik/ppwrj1430/prabowosandi-janji-tak-ambil-gaji-jika-terpilihÂ â€¦
1244|ekonomi|gaji|negatif|Hua..ha..ha..SKAK MAT @prabowo @sandiuno ,menghalalkan segala cara untuk rebut kekuasan, udah gitu merengek rengek spy dpt kekuasan dng berdalih gak akan ambil gaji tp ambil tunjangan..#dasarkampretgila @Ayaniulva @Iwanpiliang7 @musniumar @hnurwahid @SayapGaruda08 @rizalkuddah https://twitter.com/AT_AbdillahToha/status/1117095305072132096Â â€¦|hua skak mat halal rebut kuas udah gitu rengek rengek dpt kuas dalih gak ambil gaji ambil tunjang
1245|ekonomi|ekonomi|netral|menuding SBY dibalik semua kesalahan ekonomi Indonesia  https://bit.ly/2Kx8krrÂ  @jokowi @95_teguh #PrabowoSalahkanSBY|tuding sby balik salah ekonomi indonesia
1246|ekonomi|ekonomi|positif|Pertumbuhan ekonomi harus diimbangi dengan pemerataan. jokowi sekali lagi  pic.twitter.com/SGv0Izr459|tumbuh ekonomi dimbangi merat jokowi
1248|ekonomi|gaji|netral|Prabowo-Sandi Komitmen Jika Terpilih Sebagai Kepala Negara Tidak Akan Ambil Gaji  https://www.gardaindonews.com/prabowo-sandi-komitmen-jika-terpilih-sebagai-kepala-negara-tidak-akan-ambil-gaji/Â â€¦|prabowo sandi komitmen pilih kepala negara ambil gaji
1250|ekonomi|gaji|netral|Saat ini hanya 2 pemimpin negara yg tidak mau di gaji yaitu : Paus Fransiskus dr Vatikan dan Donald Trump USA, setelah 17 April yg ketiga Prabowo-Sandi satu2-nya di Asia..|sat 2 pimpin negara gaji paus fransiskus vatikan donald trump usa 17 april tiga prabowo sandi asia
1252|ekonomi|gaji|negatif|Emg siapa yg nyuruh makan aspal? Ada? Trus SBY gaji guru dan honorer d naikan, prabowo juga.. Pdhal peran penting adalah pertanian dan petani, buruh tani.. Guru bisa nyediain beras dan bahan makan yg lain?? Semua petani, klw petani ga sejahtera, trs ngambek gmw nanam gmna? Km ta?|nyuruh makan aspal trus sby gaji guru honorer naik prabowo peran tani tani buruh tani guru nyediain beras bahan makan tani tani ga sejahtera ngambek gmw nanam gmna
1254|ekonomi|harga|positif|70 Tahun Merdeka, harga bbm bisa sama sampai Papua yg bikin ya Jokowi melawan para mafia. Itu dulu satu, kalau ku jelaskan banyak yg dilakukan Jokowi .|70 merdeka harga papua bikin jokowi lawan mafia jokowi
1256|ekonomi|pertumbuhan|netral|Saat membicarakan pertumbuhan ekonomi, capres nomor urut 01 Jokowi mengaitkannya dengan pemerataan. Ia pun berujar tak hanya memfokuskan infrastruktur di pulau Jawa. Simak kesesuaian pernyataannya di #CekFaktaCNN berikut ini!  https://bit.ly/2ZcoMADÂ  #CNNIndonesia pic.twitter.com/lKx8KboZYr|sat bicara tumbuh ekonomi capres nomor urut 01 jokowi mengaitkanya merat fokus infrastruktur pulau jawa simak sesuai nyata
1257|ekonomi|gaji|negatif|Kartu2 yg ditawarkan jokowi hanya untuk rakyat tidak mampu, bagaimana nasib karyawan yg gaji UMR diatas UMR dikit? Mereka dianggap masyarakat mampu dan tdk mendapat bantuan padahal mereka penduduk yg bekerja produktif  @sandiuno @Dahnilanzar @Fahrihamzah|kartu tawar jokowi rakyat nasib karyawan gaji umr atas umr dikit diangap masyarakat bantu duduk produktif
1258|ekonomi|ekonomi|positif|Jokowi jelas unggul dalam bidang ekonomi, tapi kalo hukum payah kata bapak saya  https://twitter.com/savicali/status/1117285297551630336Â â€¦|jokowi ungul bidang ekonomi hukum payah
1259|ekonomi|harga|negatif|TEORI MABOK PRABOWO SANDI..   pangan dibuat MURAH...   petani dibuat MAKMUR..   gmn caranya?  Kalo dibuat MURAH harga beli di petani juga MURAH...   gmn petani jadi Makmur???   MAKMUR... ALA GEROMBOLAN NGIBUL.|teori mabok prabowo sandi pangan murah tani makmur murah harga beli tani murah tani makmur makmur gerombol ngibul
1260|ekonomi|ekonomi|netral|Debat Final Pilpres, Jokowi Ulas Pemerataan Ekonomi  http://aksi.id/artikel/40135/Debat-Final-Pilpres-Jokowi-Ulas-Pemerataan-Ekonomi/#.XLLVeXqU_Eo.twitterÂ â€¦|debat final pilpres jokowi ulas merat ekonomi
1261|ekonomi|ekonomi|netral|Debat Pilpres 2019, Jika Terpilih  Prabowo Sandi Tak Ambil Gaji  http://aksi.id/artikel/40133/Debat-Pilpres-2019-Jika-Terpilih--Prabowo-Sandi-Tak-Ambil-Gaji-/#.XLLVY_cAkio.twitterÂ â€¦|debat pilpres 2019 pilih prabowo sandi ambil gaji
1262|ekonomi|harga|positif|Mari kita hargai dan rayakan pesta demokrasi ini dengan penuh suka cita, bagi saya jika Bapak Prabowo yang menang ya Alhamdulillah dan kalau Bapak Jokowi yang kalah tetap Alhamdulillah.|mari harga raya pesta demokrasi penuh suka cita prabowo menang alhamdulilah jokowi kalah alhamdulilah
1264|ekonomi|harga|positif|Buat saya jokowi itu sudah harga mati..pantas saja rakyak nya menyukai anda..karna orang itu bisa melihat n memilih mana yg baik n mna yg buruk.. Dsto lah anda orang nya yg mampu membawa mereka kedepan dngan negara ini. Salam 2 periode..dri saya zaenal arip88|jokowi harga mati rakyak suka karna orang n pilih n mna buruk dsto orang bawa depan dngan negara salam 2 periode zaenal arip
1266|ekonomi|ekonomi|negatif|Harga pangan murah, catering murah, tusuk prabowo sandi haha|harga pangan murah catering murah tusuk prabowo sandi
1268|ekonomi|gaji|negatif|Apaaaaa????? Gaji di berikan ke rakyat ,,, matamu kwi ,,,gajinya karyawan Kiani kertas aja yg di tanjung Redeb Berau sampai sekarang gak jelas|gaji rakyat mata kwi gaji karyawan kiani kertas tanjung redeb rau gak
1269|ekonomi|harga|positif|"mmng lah luar biasa pendukung 02, presiden RI kl di dlm negeri di hina"" , sdngkan orng luar negeri aja bnr"" bs menghargai presiden jokowi"|mng dukung 02 presiden ri negeri hina sdngkan orng negeri bnr harga presiden jokowi
1271|ekonomi|ekonomi|netral|Sebut Kebijakan Ekonomi Salah Arah, Prabowo Protes Gencarnya PembangunanÂ Infrastruktur  https://bhinnekanusantara.id/sebut-kebijakan-ekonomi-salah-arah-prabowo-protes-gencarnya-pembangunan-infrastruktur/Â â€¦ pic.twitter.com/X5pdIyxCKQ|bijak ekonomi salah arah prabowo protes gencar bangun infrastruktur
1272|ekonomi|ekonomi|netral|#PrabowoSalahkanSBY menayalahkan bowo menyebut kondisi ekonomi Indonesia yang salah arah, karena kesalahan presiden-presiden sebelum Jokowi  https://bit.ly/2P9eEEmÂ  @jokowi @riofebriant2|menayalahkan bowo sebut kondisi ekonomi indonesia salah arah salah presiden presiden jokowi
1274|ekonomi|ekonomi|netral|Prabowo Mau Naikkan Tax Ratio 16%, Jokowi: Nanti Shock Ekonomi,Â Pak!  https://bhinnekanusantara.id/prabowo-mau-naikkan-tax-ratio-16-jokowi-nanti-shock-ekonomi-pak/Â â€¦ pic.twitter.com/E3Y4TPI1n9|prabowo naik tax ratio 16 jokowi shock ekonomi
1277|ekonomi|gaji|positif|"Pak @prabowo dan Bang @sandiuno niat gak ambil gaji kalo terpilih .. yg nyinyir langsung pada nararongol. ""Gaji mah kecil, tunjangannya gede!"" ""Sedekah kok dipamerin!"" ""Kampanye bawa2 agama!"" ""Amal gak diterima kalo pamer!"" Duh Gusti, gini amat hatred nya yak ðŸ¤¦â€â™€ï¸ðŸ¤¦â€â™€ï¸ #YourTurnBro"|bang niat gak ambil gaji pilih nyinyir langsung nararongol gaji mah tunjanganya gede sedekah dipamerin kampanye bawa agama amal gak terima pamer gusti gin hatred
1281|ekonomi|gaji|positif|Sebuah closing statement yg mantap, Prabowo Subianto-Sandiaga Uno akan menyumbangkan seluruh gajinya utk kemaslahatan rakyat dan kaum dhuafa. Masyaa Allah.., mereka berhati mulia, menjadi Presiden dan Wakil Presiden bukan utk mencari dunia. Ya Allah.., Ridhoilah mereka berdua  pic.twitter.com/L1SPk4sWu2|closing statement mantap prabowo subianto sandiaga uno sumbang gaji utk maslahat rakyat kaum dhuafa masya alah hati mulia presiden wakil presiden utk cari dunia alah ridhoilah dua
1282|ekonomi|gaji|netral|Jika terpilih, Prabowo Sandi tak akan ambil gaji. Insya Allah Prabowo Sandi akan tepati janji.  https://twitter.com/detikcom/status/1117096276737306625Â â€¦|pilih prabowo sandi ambil gaji insya alah prabowo sandi tepat janji
1283|ekonomi|gaji|negatif|iya ga ambil gaji kan yg menang pak @jokowi ðŸ™ðŸ™|iya ga ambil gaji menang
1284|ekonomi|gaji|positif|Setelah di lantik Prabowo-Sandi sudah jadi Macan Asia sebab saat ini tidak ada pemimpin Asia yg tidak di gaji..#YourTurnBro|lantik prabowo sandi macan asia sat pimpin asia gaji
1287|ekonomi|gaji|positif|Klo Jokowi pasti butuh gaji utk nafkahi kluarga. Karena Jokowi haram utak atik APBN, Gratif, dlsb. Beda dgn BOSAN ktnya ga mau gaji (yg sdikit itu), lantas ngeruk darimana ?...wah KPK hrs kerja keras dong. Klo gitu #JokowiLagi aja deh https://twitter.com/RealForJKW/status/1117104782362079232Â â€¦|jokowi butuh gaji utk nafkah kluarga jokowi haram utak atik apbn gratif dlsb beda dgn bosan ktnya ga gaji sdikit lantas ngeruk darimana kpk kerja keras gitu
1288|ekonomi|ekonomi|negatif|Terimakasih pak @jokowi 4.5thn ini bapak sudah mampu membuat perekonomian Indonesia MEROKET sampai langit ke7. Malah sekrg roketnya gk balik|terimakasih 4 ekonomi indonesia roket langit sekrg roket
1289|ekonomi|kesejahteraan|netral|Pak @jokowi menwarkan Program Membina Ekonomi Keluarga Sejahtera (Mekaar) binaan Permodalan Nasional Madani (PNM) diluncurkan untuk menaikkan kesejahteraan warga, terutama ibu-ibu rumah tangga ke tingkat yang lebih atas lagi.   https://setkab.go.id/presiden-jokowi-program-mekaar-untuk-naikkan-kesejahteraan-ibu-ibu/Â â€¦ #JokowiMenangTotalDebat|menwarkan program bina ekonomi keluarga sejahtera mekar bin modal nasional madani pnm luncur naik kesejahteran warga rumah tanga tingkat
1290|ekonomi|ekonomi|netral|Indonesia pada 2045 akan jadi negara dengan ekonomi terkuat keempat besar di dunia. Sebab itu kita harus menyiapkan langkah dan menghadapi rintangan yang ada di depan kita, kata Jokowi di Gelora Bung Karno (GBK), Jakarta, Sabtu (13/4/2019).|indonesia 2045 negara ekonomi kuat kempat dunia langkah hadap rintang jokowi gelora karno gbk jakarta sabtu 13 4 2019
1292|ekonomi|pertumbuhan|negatif|pertumbuhan ekonomi di masa pak @jokowi masih di angka 5% masih belum bisa menyaingi pak sby, dari pihak prabowo ternyata benar , kita masih banyak impor daripada ekspor :/ #bimbangmemilih https://ekonomi.kompas.com/jeo/jejak-pertumbuhan-ekonomi-indonesia-dari-masa-ke-masaÂ â€¦|tumbuh ekonomi angka 5 saing sby prabowo impor ekspor
1293|ekonomi|ekonomi|netral|Bukan Jokowi, Prabowo Sebut Ekonomi Salah Arah Karena Presiden-Presiden Sebelumnya  https://bhinnekanusantara.id/bukan-jokowi-prabowo-sebut-ekonomi-salah-arah-karena-presiden-presiden-sebelumnya/Â â€¦ pic.twitter.com/RJvIfP1O9p|jokowi prabowo ekonomi salah arah presiden presiden
1294|ekonomi|ekonomi|netral|Terkait Penyataan Prabowo, AHY Minta Tetap Hargai Pemimpin   Sebelumnya  https://otonominews.co.id/read/7611/Terkait-Penyataan-Prabowo-AHY-Minta-Tetap-Hargai-Pemimpin-SebelumnyaÂ â€¦  https://twitter.com/share?text=Terkait%20Penyataan%20Prabowo,%20AHY%20Minta%20Tetap%20Hargai%20Pemimpin%20%20%20Sebelumnya%20 https://otonominews.co.id/read/7611/Terkait-Penyataan-Prabowo-AHY-Minta-Tetap-Hargai-Pemimpin-Sebelumnya%20&hashtags=CalonPresidenNomorUrut02,PrabowoSubianto,AHY,AgusHarimurtiYudhoyono,PernyataanSikap,DebatKelima,DeindustrialidsasiÂ â€¦ #CalonPresidenNomorUrut02 #PrabowoSubianto #AHY #AgusHarimurtiYudhoyono #PernyataanSikap #DebatKelima #Deindustrialidsasi|kait sat prabowo harga pimpin
1295|ekonomi|ekonomi|netral|@KHMarufAmin_ menyampaikan bahwa ia bersama pak @jokowi akan terus mengembangkan ekonomi di desa-desa dengan menciptakan program Dewi-dewi (Desa Wisata) & Dedi-dedi (Desa Digital).  #JokowiMenangTotalDebat|kembang ekonomi desa desa cipta program dewi dewi desa wisata dedi dedi desa digital
1296|ekonomi|ekonomi|positif|"Kl bicara jujur... @prabowo wajib katakan lbh detail..kl arah ekonomi/pembangunan  NKRI sdh salah dr rezim Soeharto...""pelihara""pengusaha China dgn ""membunuh""pengusaha Pribumi(H ning,markam/karkam,Darpo,Rahman/tamin.dll)krn percaya""bisikan""csis..?  https://twitter.com/ferrykoto/status/1117092682084442113Â â€¦"|bicara jujur wajib lbh detail arah ekonomi bangun nkri salah rezim soeharto pelihara usaha china dgn bunuh usaha pribumi ning markam karkam darpo rahman tamin percaya bisik csis
1297|ekonomi|ekonomi|positif|Selama lebih dari empat tahun kepemimpinan Jokowi, rakyat telah merasakan banyak manfaat, khususnya dalam pembangunan infrastruktur. Pembangunan jalan, pelabuhan, bandara, dan bendungan, mampu membuka daerah terisolasi, sekaligus menggerakan perekonomian nasional|pimpin jokowi rakyat rasa manfat bangun infrastruktur bangun jalan labuh bandara bendung buka daerah isolasi era ekonomi nasional
1298|ekonomi|harga|negatif|Dengan Adanya KARTU SEMBAKO MURAH. Secara tidak langsung Rezim @jokowi membenarkan bahwa harga-harga bahan pokok saat ini mahal. Berarti FIX @jokowi GAGAL. MASIH MAU 2 PERIODE,.?  . #TusukPrabowoSandi pic.twitter.com/Ltpwfoe7Gy|kartu sembako murah langsung rezim benar harga harga bahan pokok sat mahal fix gagal 2 periode
1300|ekonomi|pertumbuhan|negatif|Ini masa tenang kok masih sebar Hoax mas?, akhir SBY itu pertumbuhan ekonomi kita masih 5.02 persen, sebelum dibikin anjlok jd 4 persenan  di 2015 oleh Jokowi!!  pic.twitter.com/Dfq71jE3kC|tenang sebar hoax sby tumbuh ekonomi 5 02 persen bikin anjlok 4 persen 2015 jokowi
1301|ekonomi|ekonomi|negatif|UDAH EKONOMI TIDAK TUMBUH, PEMERATAAN SEMAKIN JAUH, EEEEE KETIMPANGAN SEMAKIN TINGGI... PIYE IKI BOSS?  BACOT DOANG|udah ekonomi tumbuh merat e timpang tingi piye bos bacot
1302|ekonomi|ekonomi|positif|Saya kira apa yang disampaikan pak @jokowi bahwa merubah dan mengembangkan bukan hal yang mudah, harus ada tahapan-tahapan yang besar untuk mengubah ekonomi negri ini menjadi yang lebih baik lagi.  #JokowiMenangTotalDebat|rubah kembang mudah tahap tahap ubah ekonomi negri
1303|ekonomi|ekonomi|netral|Komitmen Prabowo-Sandi Tak Akan Ambil Gaji Serupiah Pun Jika Terpilih  https://youtu.be/cFFWKuDHQzMÂ  lewat @YouTube|komitmen prabowo sandi ambil gaji rupiah pilih
1304|ekonomi|harga|negatif|Yernyata hanya segini otak PRESIDEN RI..ðŸ˜ƒðŸ˜ƒðŸ˜ƒ Pantesan kagak dihargai. Bahasnya Mobil Legend. Dasar goblock. Lo @Dennysiregar7|yernyata gin otak presiden ri pantesan kagak harga bahas mobil legend dasar goblock
1305|ekonomi|ekonomi|positif|Anak muda sekarang banyak yang sudah berkecimpung dalam dunia digital maka @jokowi terus akan memperbaiki sistem ekonomi digital agar lebih baik lagi. #JokowiMenangTotalDebat|anak muda kecimpung dunia digital baik sistem ekonomi digital
1307|ekonomi|ekonomi|negatif|Satu lagi ka , prabowo selalu bilang rakyat Indonesia miskin!!! Tapi ko bisa ngasih sumbangan Dan udh tau rakyatnya miskin kenapa Masih diterima smbngannya LOL ðŸ˜‚ðŸ˜‚ðŸ˜‚ pendukunya bilang ekonomi susah tapi bisa nyumbang gede ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ ngga sinkron|prabowo bilang rakyat indonesia miskin ngasih sumbang tau rakyat miskin terima smbnganya lol duku bilang ekonomi susah nyumbang gede sinkron
1308|ekonomi|harga|positif|Mantan mertuanya ga bisa membela diri mbak. Tabiat itu susah. Sampai kapanpun prabowo ya akan seperti itu. Di atas kepentingan kekuasaan, maka legacy seorang presiden hanyalah persepsi. Dan prabowo tidak akan pernah menghargai hal itu.|mantan mertua ga bela mbak tabiat susah prabowo penting kuas legacy presiden persepsi prabowo harga
1309|ekonomi|harga|negatif|Balada kisah antara mobile legend dan kemakmuran rakyat.  Prabowo : digital2 itu bagus, tapi rakyat kita butuh swasembada pangan. Pangan dalam harga terjangkau.  Mengembangkan MOBILE LEGEND ðŸ¤£ðŸ¤£ gokill..  #MobileLegends #YourTurnBro #UASdifitnahKejiDanBrutal #TusukPrabowoSandi pic.twitter.com/qWxEnHH4FH|balada kisah mobile legend makmur rakyat prabowo digital bagus rakyat butuh swasembada pangan pangan harga jangkau kembang mobile legend gokil
1310|ekonomi|harga|positif|Bpk. Presiden. Sangat menghargai perbedaan2. Saya salut ðŸ˜šðŸ˜š #karena_pebedaan_itu_indahðŸ˜˜ðŸ˜šðŸ˜šðŸ˜š|presiden harga bedan salut
